PDB ID	Ligand Monomer ID	Ligand Name	Receptor Ki (binding affinity)
1H0V	5469	O6-Substituted Guanine Deriv. 11	26000
1H0V	5473	O6-Substituted Guanine Deriv. 13	47000
1H0V	5483	O6-Substituted Guanine Deriv. 23	21000
1H0V	5485	NU2058	17000
1H0V	5490	O6-Substituted Guanine Deriv. 30	44000
1H1P	5462	O6-Substituted Guanine Deriv. 4	48000
1H1P	5463	O6-Substituted Guanine Deriv. 5	49000
1H1P	5464	O6-Substituted Guanine Deriv. 6	100000
1H1P	5467	O6-Substituted Guanine Deriv. 9	42000
1H1P	5468	O6-Substituted Guanine Deriv. 10	15000
1H1P	5469	O6-Substituted Guanine Deriv. 11	26000
1H1P	5473	O6-Substituted Guanine Deriv. 13	47000
1H1P	5483	O6-Substituted Guanine Deriv. 23	21000
1H1P	5485	NU2058	17000
1H1P	5490	O6-Substituted Guanine Deriv. 30	44000
1H1P	5522	O6-Cyclohexylmethylguanine deriv. 7	5000
1H1Q	5530	O6-Cyclohexylmethylguanine deriv. 2	970
1H1Q	5531	O6-Cyclohexylmethylguanine deriv. 15	2300
1H1Q	5533	O6-Cyclohexylmethylguanine deriv. 17	6800
1H1Q	5534	O6-Cyclohexylmethylguanine deriv. 18	12000
1H1Q	5536	O6-Cyclohexylmethylguanine deriv. 20	400
1H1Q	5537	O6-Cyclohexylmethylguanine deriv. 21	1800
1H1Q	5538	O6-Cyclohexylmethylguanine deriv. 22	1700
1H1Q	5541	O6-Cyclohexylmethylguanine deriv. 25	69
1H1Q	5542	O6-Cyclohexylmethylguanine deriv. 26	650
1H1Q	5548	O6-Cyclohexylmethylguanine deriv. 31	100
1H1Q	5558	O6-Cyclohexylmethylguanine deriv. 42	300
1H1R	5530	O6-Cyclohexylmethylguanine deriv. 2	970
1H1R	5533	O6-Cyclohexylmethylguanine deriv. 17	6800
1H1R	5534	O6-Cyclohexylmethylguanine deriv. 18	12000
1H1R	5536	O6-Cyclohexylmethylguanine deriv. 20	400
1H1R	5537	O6-Cyclohexylmethylguanine deriv. 21	1800
1H1R	5538	O6-Cyclohexylmethylguanine deriv. 22	1700
1H1R	5541	O6-Cyclohexylmethylguanine deriv. 25	69
1H1R	5542	O6-Cyclohexylmethylguanine deriv. 26	650
1H1R	5558	O6-Cyclohexylmethylguanine deriv. 42	300
1H1S	5530	O6-Cyclohexylmethylguanine deriv. 2	970
1H1S	5533	O6-Cyclohexylmethylguanine deriv. 17	6800
1H1S	5537	O6-Cyclohexylmethylguanine deriv. 21	1800
1H1S	5538	O6-Cyclohexylmethylguanine deriv. 22	1700
1H1S	5541	O6-Cyclohexylmethylguanine deriv. 25	69
1H1S	5542	O6-Cyclohexylmethylguanine deriv. 26	650
1H1S	5544	NU6102	5
1H1S	5545	O6-Cyclohexylmethylguanine deriv. 28	7
1H1S	5546	O6-Cyclohexylmethylguanine deriv. 29	56
1H1S	5547	O6-Cyclohexylmethylguanine deriv. 30	63
1H1S	5548	O6-Cyclohexylmethylguanine deriv. 31	100
1H1S	5549	O6-Cyclohexylmethylguanine deriv. 32	70
1H1S	5550	O6-Cyclohexylmethylguanine deriv. 33	210
1H82	50032500	CHEMBL102276	8
1H82	50032509	CHEMBL58343	3000
1H82	50294095	CHEMBL540937	250
1H82	50294097	CHEMBL550629	1720
1H82	50294098	CHEMBL552343	2580
1H82	50294104	CHEMBL560699	3
1H82	50294105	CHEMBL550689	0.08
1H82	50294106	CHEMBL550690	1
1H82	50294107	CHEMBL550834	0.50
1H82	50294109	CHEMBL558093	0.70
1H82	50294110	CHEMBL560899	2
1H82	50294112	CHEMBL495424	10
1H82	50294113	CHEMBL494570	22
1H82	50294114	CHEMBL541766	130
1HFC	50031788	CHEMBL87046	31
1HFC	50031795	CHEMBL11306	6
1HFC	50069599	CHEMBL326985	3000
1HFC	50070454	CHEMBL286295	37
1HFC	50070455	CHEMBL32839	9
1HFC	50070457	CHEMBL32730	1
1HFC	50109167	CHEMBL123571	12
1HFC	50109169	CHEMBL126122	25
1HFC	50245248	CHEMBL452083	640
1HFC	50290433	CHEMBL62056	500
1HFC	50290438	CHEMBL58945	20
1HFC	50290442	CHEMBL294066	150
1HFC	50290450	CHEMBL59722	50000
1HFC	50290453	CHEMBL60546	20
1HFC	50290456	CHEMBL62245	400
1HFS	50057073	CHEBI:104564	 2
	50057039	CHEBI:104610	 11
	50057072	CHEBI:104644	 19
	50057074	CHEBI:104406	 10
	50057075	CHEBI:104298	 13
	50057070	CHEBI:104461	 27
	50057071	CHEBI:104003	 52
	50057076	CHEBI:104494	 12
	50057077	CHEBI:104535	 24
	50057079	CHEBI:104513	 13
	50057047	CHEBI:104441	 1500
	50057044	CHEBI:104647	 49
	50057043	CHEBI:104626	 21
	50057045	CHEBI:104158	 1200
	50057040	CHEBI:104451	 1100
	50057042	CHEBI:104509	 9400
	50057041	CHEBI:104050	 5
	50057085	CHEBI:104632	 39
	50057084	CHEBI:104452	 31
	50057080	CHEBI:104427	 37
	50057089	CHEBI:104349	 38
	50057087	CHEBI:104294	 350
	50057088	CHEBI:104578	 11
	50057050	CHEBI:104333	 2
	50057051	CHEBI:104568	 82
	50057053	CHEBI:104155	 25
	50057057	CHEBI:104303	 690
	50057063	CHEBI:104334	 4
	50057064	CHEBI:104646	 40
	50057061	CHEBI:104173	 9
	50057067	CHEBI:104262	 15
	50057065	CHEBI:103982	 21
1HMP	50293818	CHEMBL564410	5800
1HMP	50293819	CHEMBL541690	5400
1HMP	50293820	CHEMBL552299	1000
1HMP	50293822	CHEMBL559509	29000
1HMP	50293824	CHEMBL565171	68000
1HMP	50293825	CHEMBL552444	400000
1HMP	50293828	CHEMBL560759	140000
1HMP	50293829	CHEMBL561352	1000000
1HMP	50293830	CHEMBL561493	5900
1HMP	50293832	CHEMBL555285	300000
1HMP	50293833	CHEMBL561552	41000
1HMP	50293834	CHEMBL557887	90000
1HMP	50293835	CHEMBL560829	19000
1HMP	50293836	CHEMBL541006	22700
1HMP	50293837	CHEMBL563683	176800
1HNN	13017	SKF 29661	280
1HNN	13018	7-sulfonyl-THIQ 8	790
1HNN	13023	7-sulfonamide-THIQ 13	52
1HNN	13029	7-sulfonamide-THIQ 19	3700
1HNN	50061313	CHEMBL39125	20000
1HNN	50151331	CHEMBL426442	66000
1HNN	50163105	CHEMBL175094	750
1HNN	50174122	CHEMBL200560	8000
1HNN	50186677	CHEMBL426128	680
1HNN	50240933	CHEMBL175527	170
1HVY	50023637	CHEBI:115404	15400
1HVY	50023642	CHEBI:115455	114200
1HVY	50023644	CHEBI:115411	134100
1HVY	50023645	CHEBI:115297	5600
1HVY	50023647	CHEBI:115296	6800
1HVY	50028108	CHEBI:171464	3000
1HVY	50028372	CHEMBL282570	2000
1HVY	50028374	CHEMBL278466	200
1HVY	50028376	CHEMBL418764	1900
1HVY	50028377	CHEMBL29053	3000
1HVY	50028378	CHEMBL28799	100
1HVY	50085615	CHEMBL129330	15
1I00	50022238	CHEMBL886	14
1I00	50023647	CHEBI:115296	6800
1I00	50028108	CHEBI:171464	3000
1I00	50028372	CHEMBL282570	2000
1I00	50028374	CHEMBL278466	200
1I00	50028376	CHEMBL418764	1900
1I00	50028377	CHEMBL29053	3000
1I00	50028378	CHEMBL28799	100
1I00	50085615	CHEMBL129330	15
1I00	50411966	CHEMBL257363	432800
1I00	50411967	CHEMBL403945	10300
1I5R	17288	E2-adenosine hybrid compound, 7	93
1I5R	17290	EM-1745	3
1I5R	17291	E2-adenosine hybrid compound, 9	140
1I5R	17293	MB-329-131A2	250000
1I5R	50179194	CHEMBL372560	140
1I5R	50179195	CHEMBL331544	310
1I5R	50179196	CHEMBL370570	13500
1I5R	50179197	CHEMBL369588	430
1I5R	50179198	CHEMBL332756	93
1I5R	50179199	CHEMBL382114	90
1I5R	50179200	CHEMBL170583	120
1I5R	50179201	CHEMBL371948	52
1I5R	50179202	CHEMBL198558	1000
1I72	28421	AdoMet substrate analogue, 12a	7
1I72	28427	AdoMet substrate analogue, 14c	11
1I72	28428	AdoMet substrate analogue, 14d	5
1I72	28430	AdoMet substrate analogue, 14f	18
1I72	28431	MAOEA, 5	55
1I72	28435	AdoMet substrate analogue, 17j	7000
1I72	28437	AdoMet substrate analogue, 17l	1500
1I72	28441	AdoMet substrate analogue, 18d	500000
1I72	28443	AdoMet substrate analogue, 18f	88000
1I72	28448	AdoMet substrate analogue, 21c	70000
1I72	28451	AdoMet substrate analogue, 22c	157000
1I72	28453	AdoMet substrate analogue, 23b	9000
1I8Z	11390	AL-6619	1
1I8Z	11391	AL-6629	1
1I8Z	11397	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 6	2
1I8Z	11398	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 8	1
1I8Z	11399	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 9	0.10
1I8Z	11400	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 10	0.21
1I8Z	11401	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 11	1
1I8Z	11406	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 13	0.27
1I8Z	11409	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 16	1
1I8Z	11411	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 18	0.99
1I8Z	11421	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 28	0.11
1I8Z	11422	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 29	0.08
1I8Z	11423	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 30	0.12
1I8Z	11425	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 33	0.16
1I8Z	11938	AL6528	0.13
1I91	11390	AL-6619	1
1I91	11391	AL-6629	1
1I91	11397	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 6	2
1I91	11398	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 8	1
1I91	11399	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 9	0.10
1I91	11400	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 10	0.21
1I91	11401	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 11	1
1I91	11406	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 13	0.27
1I91	11409	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 16	1
1I91	11411	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 18	0.99
1I91	11421	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 28	0.11
1I91	11422	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 29	0.08
1I91	11423	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 30	0.12
1I91	11424	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 31	0.20
1I91	11425	2H-Thieno[3,2-e]-1,2-thiazine-6-sulfonamide 1,1-dioxide 33	0.16
1I9L	12013	SBB	6
1I9L	12014	2-fluoro-SBB	2
1I9L	12015	4-fluoro-SBB	3
1I9L	12016	2,3-difluoro-SBB	2
1I9L	12017	2,4-difluoro-SBB	3
1I9L	12018	2,5-difluoro-SBB	2
1I9L	12019	2,6-difluoro-SBB	4
1I9L	12020	2,3,4-trifluoro-SBB	4
1I9L	12021	2,4,6-trifluoro-SBB	4
1I9L	12022	3,4,5-trifluoro-SBB	4
1I9L	12023	2,3,4,5,6-pentafluoro-SBB	2
1I9M	12013	SBB	6
1I9M	12014	2-fluoro-SBB	2
1I9M	12015	4-fluoro-SBB	3
1I9M	12016	2,3-difluoro-SBB	2
1I9M	12017	2,4-difluoro-SBB	3
1I9M	12018	2,5-difluoro-SBB	2
1I9M	12019	2,6-difluoro-SBB	4
1I9M	12020	2,3,4-trifluoro-SBB	4
1I9M	12021	2,4,6-trifluoro-SBB	4
1I9M	12022	3,4,5-trifluoro-SBB	4
1I9M	12023	2,3,4,5,6-pentafluoro-SBB	2
1I9N	12013	SBB	6
1I9N	12014	2-fluoro-SBB	2
1I9N	12015	4-fluoro-SBB	3
1I9N	12016	2,3-difluoro-SBB	2
1I9N	12017	2,4-difluoro-SBB	3
1I9N	12018	2,5-difluoro-SBB	2
1I9N	12019	2,6-difluoro-SBB	4
1I9N	12020	2,3,4-trifluoro-SBB	4
1I9N	12021	2,4,6-trifluoro-SBB	4
1I9N	12022	3,4,5-trifluoro-SBB	4
1I9N	12023	2,3,4,5,6-pentafluoro-SBB	2
1I9O	12013	SBB	6
1I9O	12015	4-fluoro-SBB	3
1I9O	12018	2,5-difluoro-SBB	2
1I9O	12019	2,6-difluoro-SBB	4
1I9O	12020	2,3,4-trifluoro-SBB	4
1I9O	12021	2,4,6-trifluoro-SBB	4
1I9O	12022	3,4,5-trifluoro-SBB	4
1I9O	12023	2,3,4,5,6-pentafluoro-SBB	2
1I9P	12013	SBB	6
1I9P	12014	2-fluoro-SBB	2
1I9P	12015	4-fluoro-SBB	3
1I9P	12016	2,3-difluoro-SBB	2
1I9P	12017	2,4-difluoro-SBB	3
1I9P	12019	2,6-difluoro-SBB	4
1I9P	12021	2,4,6-trifluoro-SBB	4
1I9P	12022	3,4,5-trifluoro-SBB	4
1I9P	12023	2,3,4,5,6-pentafluoro-SBB	2
1I9Q	12013	SBB	6
1I9Q	12014	2-fluoro-SBB	2
1I9Q	12015	4-fluoro-SBB	3
1I9Q	12016	2,3-difluoro-SBB	2
1I9Q	12017	2,4-difluoro-SBB	3
1I9Q	12018	2,5-difluoro-SBB	2
1I9Q	12019	2,6-difluoro-SBB	4
1I9Q	12020	2,3,4-trifluoro-SBB	4
1I9Q	12021	2,4,6-trifluoro-SBB	4
1I9Q	12022	3,4,5-trifluoro-SBB	4
1I9Q	12023	2,3,4,5,6-pentafluoro-SBB	2
1IF4	10862	aromatic/heteroaromatic sulfonamide 7	60
1IF4	11372	Hydroxysulfonamide 53	26
1IF4	11373	Hydroxysulfonamide 54	19
1IF4	11387	Hydroxysulfonamide 68	0.80
1IF4	12414	benzenesulfonamide	5870
1IF4	50025093	p-Halide-sulfanilamide derivative, 2	18
1IF4	50125192	CHEMBL6648	133
1IF4	50155502	CHEMBL363086	3600
1IPC	50316302	CHEMBL1094973	28
1IPC	50316304	CHEMBL1097198	14000
1IPC	50316305	CHEMBL1094975	15500
1IPC	50316307	CHEMBL1095620	10000
1IPC	50316308	CHEMBL1097199	56800
1IPC	50316309	CHEMBL1095941	54500
1IPC	50386761	CHEMBL2046909	2570
1IPC	50386762	CHEMBL2046906	41
1IPC	50386763	CHEMBL2046902	49300
1IPC	50386764	CHEMBL2046903	5350
1IPC	50386765	CHEMBL2046904	43000
1IPC	50386766	CHEMBL2046905	59
1IPC	50386767	CHEMBL2046907	1590
1IPC	50386768	CHEMBL2046908	125
1ITO	16497	epoxysuccinyl derivative 1	24000
1ITO	16499	epoxysuccinyl derivative 2	23
1ITO	16500	epoxysuccinyl derivative 3	24
1ITO	16501	epoxysuccinyl derivative 4	410
1ITO	16502	epoxysuccinyl derivative 5	29
1ITO	16503	epoxysuccinyl derivative 6	68000
1ITO	16504	epoxysuccinyl derivative 7	9100
1ITO	16505	epoxysuccinyl derivative 8	46000
1ITO	16506	epoxysuccinyl derivative 9	15300
1ITO	16508	epoxysuccinyl derivative CA030	120
1ITO	16509	epoxysuccinyl derivative CA074	38
1ITO	16510	epoxysuccinyl derivative E64c	40
1ITO	50042436	CHEMBL331383	14000
1IYK	50034993	CHEMBL6269	31
1IYK	50057678	CHEMBL285198	520
1IYK	50057680	CHEMBL33668	750
1IYK	50057682	CHEMBL33856	340
1IYK	50057684	CHEMBL33664	110
1IYK	50057686	CHEMBL33342	5000
1IYK	50057689	CHEMBL285000	750
1IYK	50057693	CHEMBL416405	190
1IYK	50057701	CHEMBL34690	110000
1IYK	50057702	CHEMBL34342	43
1IYK	50057703	CHEMBL288085	10000
1IYK	50057706	CHEMBL32539	8200
1IYK	50063542	CHEMBL6227	20000
1IYK	50291976	CHEMBL448105	15300
1J3J	18512	Pyrimethamine (Pyr)	30900
1J3J	18775	P37	0.84
1J3J	18779	P17	0.40
1J3J	18781	P21	44
1J3J	18783	P13	13
1J3J	18785	P38	3
1J3J	18788	P20	5
1J3J	18789	P36	37
1J3J	50110765	CHEMBL22357	1141
1J3J	50138958	CHEMBL159040	121
1JG0(>99%)	50161779	CHEBI:398334	 1800
	50161780	CHEBI:398477	 1500
	50161776	CHEBI:398516	 9400
	50161775	CHEBI:398501	 300
	50161778	CHEBI:398502	 15000
	50161777	CHEBI:398500	 300
1JLQ	1759	2-Amino-6-arylthiobenzonitrile deriv. 2d	21000
1JLQ	1760	2-Amino-6-arylthiobenzonitrile deriv. 2e	10000
1JLQ	1765	2-Amino-6-arylthiobenzonitrile deriv. 2j	9900
1JLQ	1766	2-Amino-6-arylthiobenzonitrile deriv. 2k	15000
1JLQ	1769	2-Amino-6-arylthiobenzonitrile deriv. 2n	500
1JLQ	1781	2-Amino-6-arylthiobenzonitrile deriv. 3a	6900
1JLQ	1785	2-Amino-6-arylthiobenzonitrile deriv. 3e	4500
1JLQ	1786	2-Amino-6-arylthiobenzonitrile deriv. 3f	200
1JLQ	1787	2-Amino-6-arylthiobenzonitrile deriv. 3g	7300
1JLQ	1796	2-Amino-6-arylthiobenzonitrile deriv. 3p	6000
1JLQ	1797	2-Amino-6-arylthiobenzonitrile deriv. 3q	1800
1JLQ	1798	2-Amino-6-arylthiobenzonitrile deriv. 3r	18000
1JLQ	1799	2-Amino-6-arylthiobenzonitrile deriv. 3s	5300
1JLQ	1802	2-Amino-6-arylthiobenzonitrile deriv. 3v, 739W94	7
1JVU	50118239	CHEMBL130266	647000
1JVU	50233301	CHEMBL258728	103000
1JVU	50292715	CHEMBL445773	77000
1JVU	50292718	CHEMBL513623	203000
1JVU	50292719	CHEMBL444258	172000
1JVU	50292720	CHEMBL460902	179000
1JVU	50292721	CHEMBL504858	41
1JVU	50292722	CHEMBL460741	82000
1JVU	50292723	CHEMBL447360	7100
1JVU	50292724	CHEMBL460901	6000
1JVU	50298711	CHEMBL582887	7000
1JVU	50310540	CHEMBL307679	844200
1JVU	50331792	CHEMBL1288589	193000
1JVU	50342006	CHEMBL1765476	61000
1KAK	50069998	CHEMBL419592	118000
1KAK	50070000	CHEBI:293868	130000
1KAK	50070001	CHEBI:293895	112000
1KAK	50070002	CHEBI:293866	500000
1KAK	50070003	CHEMBL119693	29000
1KAK	50102186	CHEMBL57974	2500
1KAK	50103227	CHEMBL99447	22000
1KAK	50107745	CHEBI:334115	26000
1KAK	50239833	CHEMBL259628	120
1KAV	50075304	CHEMBL150295	449900
1KAV	50075305	CHEMBL149279	128300
1KAV	50075308	CHEMBL151848	778900
1KAV	50075313	CHEMBL150915	77500
1KAV	50107743	CHEBI:334177	4400
1KAV	50142308	CHEMBL9070	390
1KAV	50142309	CHEMBL8660	800
1KAV	50142311	CHEMBL266056	580
1KAV	50142313	CHEMBL8767	1650
1KAV	50142314	CHEMBL267022	2000
1KAV	50224551	CHEMBL400572	1200
1KAV	50379185	CHEMBL1232859	2
1KCE	18050	Methotrexate	90000
1KCE	20676	Pyrrolo[3,2-d]pyrimidine analogue, 4	69
1KCE	50008294	CHEMBL422395	19
1KCE	50012244	CHEMBL25889	5
1KCE	50028408	CHEMBL265510	90
1KCE	50158424	CB3717	60
1KCE	50158426	CHEMBL225071	57000
1KCE	50158535	CHEMBL374172	180000
1KCE	50171511	CHEMBL365307	170000
1KE5	7682	Oxindole-Based Inhibitor 18	690
1KE5	7683	Oxindole-Based Inhibitor 19	360
1KE5	7702	Oxindole-Based Inhibitor 38	54
1KE5	7712	Oxindole-Based Inhibitor 48	310
1KE5	7716	Oxindole-Based Inhibitor 52	28
1KE5	7719	Oxindole-Based Inhibitor 55	2
1KE5	7732	Oxindole-Based Inhibitor 68	61
1KE5	7762	Oxindole-Based Inhibitor 98	560
1KE5	7763	Oxindole-Based Inhibitor 99	1000
1KE5	7764	Oxindole-Based Inhibitor 100	1000
1KE5	7765	CS241	210
1KE5	91781	CS248	840
1KE6	7743	Oxindole-Based Inhibitor 79	7
1KE6	7744	Oxindole-Based Inhibitor 80	3
1KE6	7745	Oxindole-Based Inhibitor 81	2
1KE6	7747	Oxindole-Based Inhibitor 83	6
1KE6	7748	Oxindole-Based Inhibitor 84	5
1KE6	7754	Oxindole-Based Inhibitor 90	4
1KE6	7760	Oxindole-Based Inhibitor 96	3
1KE6	7761	Oxindole-Based Inhibitor 97	75
1KE6	7766	Oxindole-Based Inhibitor 102	6
1KE6	7767	Oxindole-Based Inhibitor 103	8
1KE6	7768	Oxindole-Based Inhibitor 104	26
1KE6	7769	Oxindole-Based Inhibitor 105	6
1KE6	7770	Oxindole-Based Inhibitor 106	13
1KE6	7771	Oxindole-Based Inhibitor 107	50
1KE6	7772	CS245	36
1KE7	7686	Oxindole-Based Inhibitor 22	2
1KE7	7687	Oxindole-Based Inhibitor 23	3
1KE7	7702	Oxindole-Based Inhibitor 38	54
1KE7	7716	Oxindole-Based Inhibitor 52	28
1KE7	7717	Oxindole-Based Inhibitor 53	2
1KE7	7719	Oxindole-Based Inhibitor 55	2
1KE7	7771	Oxindole-Based Inhibitor 107	50
1KE7	7772	CS245	36
1KE7	7773	Oxindole-Based Inhibitor 109	9
1KE8	7682	Oxindole-Based Inhibitor 18	690
1KE8	7683	Oxindole-Based Inhibitor 19	360
1KE8	7702	Oxindole-Based Inhibitor 38	54
1KE8	7712	Oxindole-Based Inhibitor 48	310
1KE8	7716	Oxindole-Based Inhibitor 52	28
1KE8	7719	Oxindole-Based Inhibitor 55	2
1KE8	7732	Oxindole-Based Inhibitor 68	61
1KE8	7762	Oxindole-Based Inhibitor 98	560
1KE8	7763	Oxindole-Based Inhibitor 99	1000
1KE8	7764	Oxindole-Based Inhibitor 100	1000
1KE8	7765	CS241	210
1KE8	91781	CS248	840
1KE9	7682	Oxindole-Based Inhibitor 18	690
1KE9	7683	Oxindole-Based Inhibitor 19	360
1KE9	7685	Oxindole-Based Inhibitor 21	22
1KE9	7702	Oxindole-Based Inhibitor 38	54
1KE9	7712	Oxindole-Based Inhibitor 48	310
1KE9	7716	Oxindole-Based Inhibitor 52	28
1KE9	7732	Oxindole-Based Inhibitor 68	61
1KE9	7762	Oxindole-Based Inhibitor 98	560
1KE9	7763	Oxindole-Based Inhibitor 99	1000
1KE9	7764	Oxindole-Based Inhibitor 100	1000
1KE9	7765	CS241	210
1KE9	91781	CS248	840
1KLM	1944	U-90152S	260
1KLM	1947	(Alkylamino)piperidine BHAP Analog 3	500
1KLM	1951	(Alkylamino)piperidine BHAP Analog 7	390
1KLM	1956	(Alkylamino)piperidine BHAP Analog 12	250
1KLM	1961	(Alkylamino)piperidine BHAP Analog 17	460
1KLM	1965	(Alkylamino)piperidine BHAP Analog 21	380
1KLM	2291	5- or 6-Substituted Indole BHAP analogue 4	1200
1KLM	2295	5- or 6-Substituted Indole BHAP analogue 8	1000
1KLM	2303	5- or 6-Substituted Indole BHAP analogue 17	1800
1KLM	2306	5- or 6-Substituted Indole BHAP analogue 20	8300
1KLM	2307	5- or 6-Substituted Indole BHAP analogue 21	500
1KLM	2310	5- or 6-Substituted Indole BHAP analogue 24	5600
1KV2	13533	BIRB-796	 0.046
	14858	BIRB-796 Analog 46	 .096
	14859	BIRB-796 Analog 47	 5.9
	14837	diaryl urea compound 6	 11
	14838	diaryl urea compound 7	 3.4
	14839	diaryl urea compound 8	 .23
	14850	BIRB-796 Analog 41	 64
	14851	BIRB-796 Analog 42	 .87
	14834	diaryl urea compound 3	 56
	14853	BIRB-796 Analog 25	 .4
	14835	diaryl urea compound 4	 26
	14855	BIRB-796 Analog 43	 14
	14856	BIRB-796 Analog 44	 12
	14857	BIRB-796 Analog 45	 1.5
	14849	BIRB-796 Analog 40	 .16
	14847	BIRB-796 Analog 38	 .23
	14848	BIRB-796 Analog 39	 9.9
	14845	BIRB-796 Analog 37	 64
	14846	BIRB-796 Analog 36	 23
	14843	BIRB-796 Analog 34	 1.9
	14861	BIRB-796 Analog 49	 3.5
	14862	BIRB-796 Analog 50	 .074
	14844	BIRB-796 Analog 17	 .18
	14842	diaryl urea compound 1	 2400
	14840	diaryl urea compound 9	 .1
	14860	BIRB-796 Analog 48	 .52
1KWQ	13073	LeadQuest Compound 7	0.62
1KWQ	16646	aromatic sulfonamide compound 11	227
1KWQ	16648	aromatic sulfonamide compound 13	214
1KWQ	50108582	CHEMBL111074	240
1KWQ	50157954	CHEMBL182185	265
1KWQ	50157956	CHEMBL360041	104
1KWQ	50345208	CHEMBL1083756	2810
1KWQ	50345214	CHEMBL1083684	104
1KWQ	50345215	CHEMBL1085033	10
1KWQ	50345216	CHEMBL1085034	10
1KWQ	50345218	CHEMBL1085467	339
1KWQ	50345221	CHEMBL1085094	3500
1KWQ	50345222	CHEMBL1084063	321
1L8B	50294220	CHEMBL555899	8300
1L8B	50294221	CHEMBL555980	4100
1L8B	50294222	CHEMBL550695	4500
1L8B	50316302	CHEMBL1094973	10
1L8B	50316303	CHEMBL1094974	45
1L8B	50316304	CHEMBL1097198	39000
1L8B	50316305	CHEMBL1094975	26800
1L8B	50316307	CHEMBL1095620	49800
1L8B	50316315	CHEMBL1097971	8220
1L8B	50316316	CHEMBL1094639	9050
1L8B	50316318	CHEMBL1097967	15800
1L8B	50316320	CHEMBL1097969	69100
1L8B	50386763	CHEMBL2046902	21100
1L8B	50386765	CHEMBL2046904	48300
1LCA	50023635	CHEBI:115552	3990
1LCA	50023636	CHEBI:115407	310
1LCA	50023637	CHEBI:115404	1130
1LCA	50023638	CHEBI:115484	4930
1LCA	50023639	CHEBI:115431	1410
1LCA	50023640	CHEBI:115329	1210
1LCA	50023641	CHEBI:115545	1810
1LCA	50023642	CHEBI:115455	8750
1LCA	50023643	CHEBI:115491	5670
1LCA	50023644	CHEBI:115411	7620
1LCA	50023645	CHEBI:115297	610
1LCA	50023646	CHEBI:115461	6420
1LCA	50023647	CHEBI:115296	960
1LD8	14009	Macrocyclic 3-Aminopyrrolidinone analog 49	650
1LD8	14010	Macrocyclic 3-Aminopyrrolidinone analog 50	2
1LD8	50101909	CHEMBL53069	12800
1LD8	50101911	CHEMBL298895	313
1LD8	50101913	CHEMBL53183	15
1LD8	50101914	CHEMBL301491	6
1LD8	50101920	CHEMBL300966	20000
1LD8	50101929	CHEMBL52073	0.10
1LD8	50101930	CHEMBL298337	4820
1LD8	50101932	CHEMBL418268	14
1LF3	8089	hydroxylethylamine scaffold 58	810
1LF3	8098	hydroxylethylamine scaffold 68	110
1LF3	8101	hydroxylethylamine scaffold 92	52
1LF3	8108	hydroxylethylamine scaffold 101	110
1LF3	50071549	CHEMBL309056	30000
1LF3	50076285	CHEMBL34323	3
1LF3	50076286	CHEMBL34051	220
1LF3	50076287	CHEMBL32684	4
1LF3	50076288	CHEMBL284955	9
1LF3	50076289	CHEMBL32997	100
1LF3	50076290	CHEMBL284151	300
1LF3	50076291	CHEMBL285133	2
1LF3	50076293	CHEMBL284534	5
1LF3	50076294	CHEMBL290115	4
1LF3	50297442	CHEMBL555902	11773
1LI4	50006217	CHEMBL296392	586
1LI4	50006218	CHEMBL301499	18000
1LI4	50006219	CHEMBL299999	5020
